"","Id","SalePrice"
"1",1461,106273.539343668
"2",1462,148925.562195878
"3",1463,181076.854253568
"4",1464,189452.635397352
"5",1465,181855.965678772
"6",1466,169063.688078719
"7",1467,182924.057922322
"8",1468,161187.16678688
"9",1469,203486.431700698
"10",1470,115549.442817639
"11",1471,175755.850134232
"12",1472,99315.0201017037
"13",1473,92304.4151918895
"14",1474,144728.536139634
"15",1475,99242.719306872
"16",1476,379894.326437431
"17",1477,256494.134840739
"18",1478,298788.38085886
"19",1479,300731.265497548
"20",1480,442567.01
"21",1481,308930.554760499
"22",1482,207102.763599713
"23",1483,174832.751698036
"24",1484,164462.650221976
"25",1485,180471.327093043
"26",1486,200130.333973495
"27",1487,323539.828924357
"28",1488,219999.324918682
"29",1489,202845.574790997
"30",1490,257183.204999838
"31",1491,198578.391588323
"32",1492,76881.8940773129
"33",1493,173122.197305116
"34",1494,293065.765379045
"35",1495,287354.962350232
"36",1496,238687.42779848
"37",1497,179356.809754236
"38",1498,166321.623100654
"39",1499,153632.595344661
"40",1500,148429.396234624
"41",1501,193422.751889333
"42",1502,143473.544154375
"43",1503,297396.302094857
"44",1504,235511.98737443
"45",1505,222946.839165494
"46",1506,198749.28304789
"47",1507,251395.795426887
"48",1508,204728.103133313
"49",1509,160888.228475931
"50",1510,151844.675217286
"51",1511,157205.609582138
"52",1512,186525.037416972
"53",1513,154875.422116807
"54",1514,164896.450597742
"55",1515,210230.83727463
"56",1516,158643.672092875
"57",1517,189316.226947209
"58",1518,118363.494919287
"59",1519,223359.810948949
"60",1520,130736.198606388
"61",1521,133408.679735563
"62",1522,189003.232616598
"63",1523,106512.088611119
"64",1524,122953.261165636
"65",1525,114319.842142405
"66",1526,104084.879475733
"67",1527,94285.8021130662
"68",1528,142307.286697297
"69",1529,156044.600883771
"70",1530,212490.842842382
"71",1531,102486.825959464
"72",1532,96323.7647249827
"73",1533,167991.324829809
"74",1534,124749.051161652
"75",1535,161703.563913187
"76",1536,103206.201977465
"77",1537,61815.97
"78",1538,158065.501147159
"79",1539,199302.430409226
"80",1540,118663.380315405
"81",1541,140939.397965083
"82",1542,156549.259514637
"83",1543,202541.503643387
"84",1544,77723.7499512141
"85",1545,126160.296377596
"86",1546,129709.503939571
"87",1547,129407.383025443
"88",1548,146769.478100384
"89",1549,128007.428299708
"90",1550,138860.10934379
"91",1551,121081.326976839
"92",1552,140388.319403622
"93",1553,155233.582046882
"94",1554,124495.541082374
"95",1555,170957.750101009
"96",1556,69181.7307131917
"97",1557,151677.025392714
"98",1558,118802.750463317
"99",1559,63762.188776584
"100",1560,132122.254943838
"101",1561,156273.622748503
"102",1562,124392.747145328
"103",1563,122482.270706079
"104",1564,157450.590493571
"105",1565,144481.679455921
"106",1566,263387.338668616
"107",1567,68679.244163532
"108",1568,235157.435667888
"109",1569,127681.682328483
"110",1570,121057.222648771
"111",1571,105598.238834647
"112",1572,150395.511443607
"113",1573,244057.733011306
"114",1574,125822.745452866
"115",1575,254910.597388241
"116",1576,234569.703142794
"117",1577,183557.864619624
"118",1578,147955.285772616
"119",1579,172305.108700374
"120",1580,193602.091478538
"121",1581,152977.658973263
"122",1582,126087.4168866
"123",1583,285085.247214712
"124",1584,215794.787650685
"125",1585,130592.928754552
"126",1586,65185.0576618836
"127",1587,100460.94702619
"128",1588,169031.940157857
"129",1589,103386.505497916
"130",1590,135859.48544609
"131",1591,86392.4549791857
"132",1592,136413.463011382
"133",1593,134105.965454089
"134",1594,143119.19339124
"135",1595,126919.571625655
"136",1596,232962.101451159
"137",1597,198539.340013444
"138",1598,218990.420125701
"139",1599,190464.423405204
"140",1600,163174.666225984
"141",1601,61815.97
"142",1602,124913.841024113
"143",1603,61815.97
"144",1604,286369.606146577
"145",1605,227748.888848131
"146",1606,162512.210859108
"147",1607,168445.555043577
"148",1608,196502.20969994
"149",1609,188069.635312487
"150",1610,152064.254194496
"151",1611,134669.164563725
"152",1612,181323.39360549
"153",1613,155451.922492375
"154",1614,139874.992590059
"155",1615,89079.8030268862
"156",1616,75435.4553395426
"157",1617,91349.3963153092
"158",1618,120700.442952732
"159",1619,136540.775320869
"160",1620,156652.878582176
"161",1621,131574.23079191
"162",1622,132028.42159977
"163",1623,256535.029173511
"164",1624,211647.288608085
"165",1625,123577.754288945
"166",1626,174804.821473768
"167",1627,189283.661084148
"168",1628,283206.393236007
"169",1629,175415.964473412
"170",1630,344053.511323678
"171",1631,221145.163297315
"172",1632,228013.25705463
"173",1633,172002.561853244
"174",1634,188629.387254621
"175",1635,169676.584440976
"176",1636,140203.847391698
"177",1637,197577.301835489
"178",1638,175474.20070984
"179",1639,190388.296150171
"180",1640,253827.180661624
"181",1641,183379.432830704
"182",1642,255075.063005106
"183",1643,212946.952026712
"184",1644,225598.745198257
"185",1645,214114.094934381
"186",1646,151512.953357485
"187",1647,151864.443880784
"188",1648,135928.043106604
"189",1649,124783.134432133
"190",1650,112312.591210079
"191",1651,119784.803276659
"192",1652,101928.556471675
"193",1653,103815.905935299
"194",1654,149116.423352688
"195",1655,128814.54128308
"196",1656,134739.100172204
"197",1657,150369.863421818
"198",1658,145559.200259083
"199",1659,122962.651528541
"200",1660,146216.954132932
"201",1661,424468.082924517
"202",1662,382916.589603089
"203",1663,381608.68341861
"204",1664,442567.01
"205",1665,330710.968139351
"206",1666,321969.892212058
"207",1667,367949.913740682
"208",1668,364849.494710172
"209",1669,315033.025143246
"210",1670,353261.978291542
"211",1671,264682.178807977
"212",1672,410551.410314783
"213",1673,284579.752382085
"214",1674,245426.657057475
"215",1675,202207.503115726
"216",1676,196028.198489372
"217",1677,213386.795940944
"218",1678,442567.01
"219",1679,384291.643014211
"220",1680,341124.141313444
"221",1681,278817.189662428
"222",1682,315932.209802812
"223",1683,191788.180158582
"224",1684,166780.664594454
"225",1685,170276.538779076
"226",1686,166120.051611401
"227",1687,170271.743378911
"228",1688,193790.654121356
"229",1689,192456.388797664
"230",1690,191951.797630298
"231",1691,177565.863341889
"232",1692,254592.462875292
"233",1693,167239.018624734
"234",1694,179760.451646837
"235",1695,164932.19455007
"236",1696,255307.836608068
"237",1697,173478.989209001
"238",1698,343361.888042234
"239",1699,301986.93239167
"240",1700,263490.191629261
"241",1701,281618.033754506
"242",1702,241444.008113232
"243",1703,224799.341946708
"244",1704,269102.988077291
"245",1705,241929.05756958
"246",1706,436364.84548115
"247",1707,228200.691246475
"248",1708,203398.618749725
"249",1709,248966.097912633
"250",1710,221881.761011468
"251",1711,272371.71583622
"252",1712,261901.528001442
"253",1713,284068.743463204
"254",1714,227412.220956081
"255",1715,206318.042782175
"256",1716,183804.478755272
"257",1717,174829.32557024
"258",1718,145641.667866034
"259",1719,233906.845112521
"260",1720,247490.785350889
"261",1721,163054.443696688
"262",1722,129865.880576131
"263",1723,156222.107355604
"264",1724,220908.272516757
"265",1725,225238.107935937
"266",1726,190186.525515387
"267",1727,146589.018078727
"268",1728,173829.207979274
"269",1729,167382.088915266
"270",1730,161224.582551963
"271",1731,123862.250100019
"272",1732,122870.238658122
"273",1733,116049.864842527
"274",1734,123895.144079885
"275",1735,121641.122806158
"276",1736,100993.004213971
"277",1737,313990.603806482
"278",1738,255331.112720101
"279",1739,265373.676577426
"280",1740,228471.717690803
"281",1741,196143.465497893
"282",1742,178115.994860003
"283",1743,174039.493257476
"284",1744,343941.909650905
"285",1745,246140.86391932
"286",1746,202416.729073218
"287",1747,207232.0584424
"288",1748,217934.443353665
"289",1749,144308.881687049
"290",1750,131029.477343147
"291",1751,229538.114061057
"292",1752,113554.074531505
"293",1753,163278.388344003
"294",1754,200895.912408578
"295",1755,168639.077416289
"296",1756,127958.10618637
"297",1757,109027.509101937
"298",1758,143596.0844924
"299",1759,156665.398815216
"300",1760,159427.185843326
"301",1761,159749.543671611
"302",1762,180635.527565127
"303",1763,195573.513399085
"304",1764,107129.595810418
"305",1765,221560.986265717
"306",1766,195360.116152659
"307",1767,235505.764358206
"308",1768,143541.960340676
"309",1769,159833.572691952
"310",1770,149666.244048609
"311",1771,130683.52302123
"312",1772,136651.83587538
"313",1773,110510.660305119
"314",1774,147022.293204331
"315",1775,132544.796388782
"316",1776,124915.331129082
"317",1777,107583.98507829
"318",1778,144153.735713684
"319",1779,125717.1106463
"320",1780,173379.348251404
"321",1781,124643.127216477
"322",1782,77015.6526059283
"323",1783,140776.158038587
"324",1784,111164.993860843
"325",1785,142871.2949105
"326",1786,108763.959598557
"327",1787,157071.715179196
"328",1788,61815.97
"329",1789,99943.3145198701
"330",1790,61815.97
"331",1791,197031.198099212
"332",1792,168765.282519003
"333",1793,139200.255348454
"334",1794,170516.806968622
"335",1795,133226.581901049
"336",1796,119080.936778191
"337",1797,119951.283671477
"338",1798,123475.236884605
"339",1799,107690.929655294
"340",1800,125260.033548983
"341",1801,118830.671379813
"342",1802,118715.705769959
"343",1803,162139.001403462
"344",1804,126719.984756702
"345",1805,136656.373346251
"346",1806,127264.717861818
"347",1807,147531.701019751
"348",1808,114723.564725181
"349",1809,126112.07185775
"350",1810,146314.033915976
"351",1811,98992.7310287501
"352",1812,112650.78837737
"353",1813,127710.302993309
"354",1814,103134.686158631
"355",1815,61815.97
"356",1816,98719.4335500742
"357",1817,113439.765870834
"358",1818,185539.930806326
"359",1819,138469.403120764
"360",1820,61815.97
"361",1821,117253.14005765
"362",1822,146468.607832963
"363",1823,61815.97
"364",1824,147456.401274069
"365",1825,133958.610649787
"366",1826,97467.8116186743
"367",1827,101126.817491521
"368",1828,138356.724828491
"369",1829,141242.82562064
"370",1830,148672.445544294
"371",1831,155720.483725491
"372",1832,81075.824688014
"373",1833,152039.219156351
"374",1834,111705.635530286
"375",1835,127869.834185005
"376",1836,142589.71371027
"377",1837,88743.2536695182
"378",1838,121342.822571615
"379",1839,99583.3560092349
"380",1840,157529.389056075
"381",1841,137546.453004014
"382",1842,70226.6162590638
"383",1843,123725.897924674
"384",1844,131418.918958755
"385",1845,132509.804015617
"386",1846,152658.159302526
"387",1847,181680.142130496
"388",1848,61815.97
"389",1849,116627.221159521
"390",1850,119281.311925265
"391",1851,151907.047229823
"392",1852,114390.75655853
"393",1853,119509.854308738
"394",1854,170860.086582067
"395",1855,139995.226538838
"396",1856,223952.198816095
"397",1857,140589.707778641
"398",1858,138022.731699253
"399",1859,117171.943159939
"400",1860,127311.803362536
"401",1861,115996.092718022
"402",1862,279736.05287265
"403",1863,268595.062767741
"404",1864,268620.5940502
"405",1865,376345.069594835
"406",1866,359161.852402266
"407",1867,214262.576291822
"408",1868,294856.185747539
"409",1869,204090.050930213
"410",1870,217792.998546298
"411",1871,260024.08041011
"412",1872,169814.752518293
"413",1873,247108.822475539
"414",1874,155912.653278566
"415",1875,203431.042128247
"416",1876,197136.834879691
"417",1877,209495.480424552
"418",1878,197961.363503495
"419",1879,118560.111294979
"420",1880,140480.736578462
"421",1881,238891.182555347
"422",1882,242406.855401721
"423",1883,180546.203439789
"424",1884,203086.968351875
"425",1885,243356.352048611
"426",1886,294070.370688259
"427",1887,213176.976566352
"428",1888,257746.542594161
"429",1889,170689.413992717
"430",1890,106501.071061997
"431",1891,135291.33085858
"432",1892,91422.2394916406
"433",1893,141419.742997205
"434",1894,116820.481355317
"435",1895,137090.642628636
"436",1896,119033.427287575
"437",1897,106593.513061794
"438",1898,115273.240711089
"439",1899,160335.34936791
"440",1900,162152.708400929
"441",1901,175563.915635213
