"","Id","SalePrice"
"1",1461,106903.950576198
"2",1462,151301.652234419
"3",1463,177292.845302815
"4",1464,189550.767019274
"5",1465,177853.797458881
"6",1466,171472.309457634
"7",1467,181628.707249194
"8",1468,164292.067292163
"9",1469,203387.160272251
"10",1470,120173.821422669
"11",1471,169920.53322761
"12",1472,103932.277531407
"13",1473,93820.8204202374
"14",1474,149381.877391836
"15",1475,105382.923000094
"16",1476,383698.911013399
"17",1477,258703.716058297
"18",1478,307462.593274817
"19",1479,306382.575180453
"20",1480,442567.01
"21",1481,311417.973575137
"22",1482,210922.069039425
"23",1483,175383.461442967
"24",1484,167167.55368373
"25",1485,182963.965257635
"26",1486,194755.086668707
"27",1487,328408.077213578
"28",1488,223472.764990819
"29",1489,202095.433510757
"30",1490,254302.354923619
"31",1491,204378.70141797
"32",1492,82281.7307385765
"33",1493,180459.160324376
"34",1494,302093.545953846
"35",1495,294517.677118849
"36",1496,236456.393221326
"37",1497,177169.964199521
"38",1498,169143.327841801
"39",1499,155284.081670104
"40",1500,149458.280542225
"41",1501,196861.197241955
"42",1502,148170.169555457
"43",1503,288534.769179975
"44",1504,238618.667639293
"45",1505,223079.795270896
"46",1506,197044.257885966
"47",1507,244202.384917353
"48",1508,202347.237355285
"49",1509,160753.221199178
"50",1510,148350.767765164
"51",1511,156557.012253165
"52",1512,185326.582701992
"53",1513,158458.430877806
"54",1514,163229.520737803
"55",1515,204479.216509803
"56",1516,155396.778275763
"57",1517,188467.565736661
"58",1518,119450.802943856
"59",1519,220026.743983378
"60",1520,130355.22609976
"61",1521,128085.091551081
"62",1522,186248.842477847
"63",1523,106377.839612933
"64",1524,118366.116373055
"65",1525,110332.573797699
"66",1526,106908.623302343
"67",1527,98630.4373924545
"68",1528,143113.950559557
"69",1529,154535.508543109
"70",1530,219843.576641079
"71",1531,115595.756631467
"72",1532,99798.9686512014
"73",1533,165242.400395933
"74",1534,123843.635231563
"75",1535,148728.653783791
"76",1536,103609.763029634
"77",1537,61815.97
"78",1538,159549.017605112
"79",1539,205797.8917212
"80",1540,119999.517483921
"81",1541,141795.226277184
"82",1542,139392.105342155
"83",1543,190945.921363312
"84",1544,80491.7989506463
"85",1545,128818.422709776
"86",1546,128828.648656162
"87",1547,124674.670776182
"88",1548,146446.895439465
"89",1549,130637.048154185
"90",1550,139259.673927184
"91",1551,120370.817859087
"92",1552,139703.495049646
"93",1553,155436.189895076
"94",1554,125798.816090506
"95",1555,165367.439540548
"96",1556,73294.7977745103
"97",1557,152718.863127792
"98",1558,123042.812157026
"99",1559,62431.2850243468
"100",1560,132680.225633537
"101",1561,154293.421652765
"102",1562,127958.184618581
"103",1563,123307.765516141
"104",1564,154962.604120614
"105",1565,140462.255832726
"106",1566,255738.755844278
"107",1567,71825.8615677501
"108",1568,234462.65327334
"109",1569,118620.658651009
"110",1570,123380.734016691
"111",1571,93079.4861402275
"112",1572,143783.765852515
"113",1573,224086.652268191
"114",1574,120269.584579038
"115",1575,240553.62731265
"116",1576,233082.118448138
"117",1577,182483.046469065
"118",1578,155717.830900941
"119",1579,175748.919521872
"120",1580,194663.377774591
"121",1581,151562.084011239
"122",1582,132850.961705101
"123",1583,277023.0173379
"124",1584,217666.212648719
"125",1585,132222.561796644
"126",1586,63051.1690747581
"127",1587,98802.6772190995
"128",1588,157602.545211512
"129",1589,97121.0383580939
"130",1590,136849.507440876
"131",1591,73612.1140847083
"132",1592,135657.705977772
"133",1593,143791.132224465
"134",1594,145088.79189884
"135",1595,126345.87098529
"136",1596,228775.817034321
"137",1597,196722.370381377
"138",1598,218634.314890755
"139",1599,190968.799838138
"140",1600,166075.988870912
"141",1601,61815.97
"142",1602,126927.242089774
"143",1603,61815.97
"144",1604,277730.88229066
"145",1605,234213.663002233
"146",1606,170611.879941581
"147",1607,182274.187789167
"148",1608,201273.092771057
"149",1609,191879.679922653
"150",1610,153098.957444623
"151",1611,141998.303975626
"152",1612,188217.871367207
"153",1613,161874.384358583
"154",1614,139062.393971768
"155",1615,87600.6711217594
"156",1616,74150.0602476157
"157",1617,91509.479326156
"158",1618,124773.685189428
"159",1619,148122.498127205
"160",1620,206890.377555547
"161",1621,134540.749143755
"162",1622,147569.827074279
"163",1623,256476.876724631
"164",1624,208321.932873491
"165",1625,123442.955100578
"166",1626,180422.297948102
"167",1627,187489.723959432
"168",1628,272406.329195439
"169",1629,170383.386864444
"170",1630,327043.412390191
"171",1631,225901.9861995
"172",1632,223624.489392872
"173",1633,173706.163924927
"174",1634,191098.629476205
"175",1635,173490.550814117
"176",1636,143671.733342087
"177",1637,195214.013676778
"178",1638,176996.342109915
"179",1639,189142.845385161
"180",1640,242517.184836696
"181",1641,181714.838967353
"182",1642,259959.784105544
"183",1643,215346.071234084
"184",1644,228075.244297413
"185",1645,210869.698564841
"186",1646,159787.144424791
"187",1647,157472.953067752
"188",1648,135631.633763845
"189",1649,130206.423454298
"190",1650,114183.86133434
"191",1651,117028.489451654
"192",1652,107587.777455112
"193",1653,109511.679145503
"194",1654,152452.877388381
"195",1655,132172.685780065
"196",1656,138242.464938962
"197",1657,153499.414975579
"198",1658,151643.751978038
"199",1659,128410.928756138
"200",1660,142617.118496548
"201",1661,419111.205879093
"202",1662,380150.804283951
"203",1663,386934.686896598
"204",1664,322104.479867381
"205",1665,341297.311909672
"206",1666,323801.24153271
"207",1667,355480.67223258
"208",1668,377182.031284023
"209",1669,322542.8220469
"210",1670,364624.871855976
"211",1671,264539.821180839
"212",1672,408146.380024927
"213",1673,282823.143976647
"214",1674,250188.905316298
"215",1675,201215.460925499
"216",1676,196475.156054007
"217",1677,214089.391295478
"218",1678,442567.01
"219",1679,383912.725179585
"220",1680,344814.011611037
"221",1681,293257.810716233
"222",1682,320043.29133868
"223",1683,193773.107235221
"224",1684,174216.317735662
"225",1685,176311.373969876
"226",1686,168893.821675528
"227",1687,169820.353488267
"228",1688,189379.259874024
"229",1689,198084.60388295
"230",1690,196656.310341963
"231",1691,184964.58621067
"232",1692,253688.87536419
"233",1693,169075.984355841
"234",1694,182154.478424434
"235",1695,165490.962146947
"236",1696,245987.149856696
"237",1697,174915.191847588
"238",1698,339815.60297076
"239",1699,310026.054268246
"240",1700,272486.032753227
"241",1701,290073.946243341
"242",1702,240071.868494688
"243",1703,227045.992643119
"244",1704,266743.930836163
"245",1705,247029.293073748
"246",1706,269686.621681112
"247",1707,231488.335640431
"248",1708,205662.386325048
"249",1709,250006.815634346
"250",1710,220061.982540213
"251",1711,275157.211545636
"252",1712,256667.12493756
"253",1713,280931.459601547
"254",1714,226470.948439541
"255",1715,211520.44811545
"256",1716,181164.617026148
"257",1717,179582.16167157
"258",1718,142027.084427691
"259",1719,229190.833516993
"260",1720,247455.578094513
"261",1721,164439.684662722
"262",1722,126685.534356378
"263",1723,157054.231252812
"264",1724,218886.25734898
"265",1725,225953.850353984
"266",1726,188613.399871739
"267",1727,147886.635102373
"268",1728,182521.383660048
"269",1729,167939.438683139
